x,y
0.305430544336,-2.574819836
0.122677115709,1.90477100837
-0.1463090757,2.26592634085
-0.129624810099,0.370719557408
-0.155401502173,-2.60179373154
-0.082251394924,-0.593498102156
-0.000608193098737,4.6715810096
0.143121206382,2.94397579272
0.233528877086,-0.983997906099
0.0161725872658,-3.10149635956
-0.208104604885,0.258161017588
0.351006252262,4.72022665042
0.190518482128,-0.353289052479
-0.301312449397,0.952826286539
0.389882790972,1.34869846348
-0.136709896993,1.11554842497
0.299800485923,-0.582583107514
-0.13762267319,-0.452353421186
-0.0738090637807,1.33572358789
0.00783737527555,2.45036156506
-0.0548865247172,2.88873136842
0.460324384985,2.98972852027
-0.0272818232285,0.52432617717
0.0591620637569,-0.822897212545
-0.0908658503422,2.78486567032
0.028790979391,1.38439456105
0.065640648531,-1.12194928484
0.0252136875332,-0.612398788666
-0.0811544739711,0.999559944103
0.143664819456,1.41240246062
-0.155777921044,0.257619882162
0.0561875166261,1.07037132296
-0.148127347414,3.08621739038
0.00506474657674,-1.37597635754
0.00478621320374,-2.81114895435
0.29124899972,-3.86455507005
0.269082484133,-0.265415899754
0.0312372679019,-1.32216276342
-0.116986312144,1.51077313551
-0.32104508224,-2.21638853063
-0.0746972617059,0.0196623413024
0.466887002149,-4.24696105714
0.0774052453778,2.498678795
0.163938725903,-1.72666381863
0.00779751718407,-1.10464465957
0.258682615498,1.01499786547
0.0561451745424,-0.165277286002
0.128314606028,-3.46099947497
0.211112928532,0.351651138055
-0.599295711967,3.18970617804
-0.09932669234,0.551442777088
0.34205578015,2.07759160878
-0.18883548742,-1.1438827912
-0.0265609796495,0.500501559059
-0.220532758653,-2.53042685219
-0.308820221355,-1.61591952056
-0.00228330344109,-1.39915769995
-0.343829848148,-2.46385467863
0.161438577733,-2.07198583666
-0.0692508487252,1.80638050868
0.0389949851335,0.318022904411
0.148726501952,1.71972294901
-0.175645036749,-1.06837107643
0.0635925074282,-2.92809833465
0.0633814564934,-1.38207265861
-0.32436534442,4.16324626034
-0.0521124928329,1.78789888685
-0.0665365601245,1.86065336659
-0.466249912596,1.51995615317
0.0472543254006,4.15564064673
-0.00109521491832,-0.0103106745701
0.0306324264816,3.97798028364
-0.326824750918,1.9938023439
-0.283407320718,-1.01475441687
0.0802642585809,-1.03055139457
-0.0522885434807,1.99299227834
0.29630909597,1.08114491762
0.406626778126,1.13035102219
-0.147807553906,-1.37503750781
-0.0124096633889,-2.62827113229
0.220966865505,-1.34720875007
0.0256221506685,-2.08379535336
-0.135128734107,3.03529640115
0.101805615495,-0.111385702433
-0.0927085169225,-4.80114850779
-0.0130162382609,-0.00649580342134
0.2609720363,-0.601020099063
-0.278738534031,2.79351641746
0.228594736991,-0.227962422653
0.376459782324,0.470288845908
0.236061286087,0.827324829305
-0.0497341552862,-3.2789320486
0.462666542546,-2.45923115383
-0.308860012371,0.754626978933
0.0149024813914,-3.35021995691
0.226794891832,-3.18447107866
-0.0771219912006,-0.983361412201
